"poliza","sexo","circulacion","garantia","siniestros","ant_comp","ant_perm","edad","ant_veh"
9241130936,"Hombre","No urbano","Garantía daños propios contratada",0,7,12,30,7
9248930385,"Hombre","No urbano","No contratada",0,7,11,60,11
9330482211,"Hombre","No urbano","No contratada",0,6,39,57,11
9331359095,"Mujer","No urbano","No contratada",0,6,6,60,10
9332629919,"Hombre","No urbano","No contratada",0,6,27,60,9
9332679774,"Hombre","No urbano","No contratada",0,6,34,52,13
9334296331,"Hombre","Urbano","No contratada",0,6,2,20,9
9334381517,"Mujer","No urbano","No contratada",1,6,1,19,1
9337282506,"Hombre","No urbano","No contratada",0,6,0,18,14
9341230438,"Mujer","No urbano","No contratada",0,6,11,39,14
9341929221,"Hombre","No urbano","No contratada",0,6,24,42,12
9342030876,"Hombre","No urbano","No contratada",0,6,21,39,9
9348679904,"Hombre","No urbano","No contratada",0,6,2,20,14
9430433770,"Mujer","No urbano","No contratada",0,5,28,50,11
9430492189,"Hombre","No urbano","No contratada",0,5,34,52,10
9430679424,"Hombre","No urbano","No contratada",0,5,11,29,13
9430980726,"Hombre","Urbano","Garantía daños propios contratada",0,5,11,29,5
9432079454,"Hombre","No urbano","No contratada",0,5,25,60,3
9432081007,"Hombre","Urbano","No contratada",0,5,12,30,14
9433529444,"Mujer","No urbano","Garantía daños propios contratada",0,5,2,20,4
9433737692,"Hombre","No urbano","No contratada",0,5,12,30,8
9433803652,"Hombre","No urbano","No contratada",0,5,2,20,8
9434182054,"Hombre","No urbano","No contratada",0,5,0,18,11
9434282447,"Hombre","Urbano","No contratada",0,5,12,30,5
9435880117,"Hombre","No urbano","No contratada",0,5,14,40,11
9441980014,"Hombre","No urbano","No contratada",0,5,2,20,10
9444979508,"Hombre","No urbano","No contratada",0,5,11,29,11
9530481860,"Hombre","No urbano","No contratada",0,4,21,39,15
9531186297,"Mujer","Urbano","No contratada",0,4,11,29,15
9532579567,"Hombre","No urbano","No contratada",0,4,34,52,16
9533797985,"Mujer","No urbano","No contratada",0,4,15,49,4
9541979337,"Mujer","No urbano","No contratada",0,4,8,29,13
9630493781,"Hombre","No urbano","No contratada",0,3,26,44,10
9630581093,"Hombre","No urbano","No contratada",0,3,32,60,11
9631085192,"Hombre","No urbano","No contratada",0,3,11,29,12
9631281095,"Hombre","Urbano","No contratada",0,3,28,60,4
9632879741,"Mujer","Urbano","Garantía daños propios contratada",0,3,12,30,4
9634290374,"Hombre","No urbano","No contratada",1,3,16,49,8
9635279585,"Mujer","Urbano","No contratada",0,3,11,29,7
9637282696,"Hombre","No urbano","No contratada",0,3,4,30,13
9640382408,"Hombre","No urbano","No contratada",0,3,36,54,10
9641881945,"Hombre","Urbano","No contratada",0,3,30,48,10
9642080288,"Mujer","Urbano","No contratada",0,3,12,30,12
9648880667,"Hombre","No urbano","Garantía daños propios contratada",0,3,2,20,2
9730280862,"Hombre","No urbano","No contratada",0,2,21,39,9
9730885702,"Hombre","Urbano","Garantía daños propios contratada",0,2,33,51,2
9731181587,"Mujer","No urbano","Garantía daños propios contratada",0,2,12,30,2
9731583919,"Hombre","Urbano","No contratada",0,2,38,60,12
9733579725,"Hombre","No urbano","No contratada",0,2,22,40,2
9733879869,"Hombre","Urbano","No contratada",0,2,21,39,2
9733983868,"Hombre","Urbano","No contratada",0,2,38,60,4
9734684520,"Mujer","No urbano","No contratada",0,2,21,60,13
9737280309,"Hombre","No urbano","No contratada",0,2,31,60,13
9737286430,"Hombre","No urbano","No contratada",0,2,27,59,13
9737880543,"Hombre","No urbano","No contratada",0,2,31,60,2
9738181579,"Hombre","No urbano","No contratada",0,2,12,30,15
9740483954,"Hombre","No urbano","No contratada",0,2,0,18,9
9741182830,"Hombre","No urbano","No contratada",0,2,22,40,11
9741981636,"Hombre","Urbano","No contratada",0,2,30,60,14
9829993524,"Hombre","Urbano","No contratada",0,1,26,44,15
9830288740,"Hombre","No urbano","No contratada",0,1,2,20,1
9830502227,"Hombre","No urbano","Garantía daños propios contratada",0,1,26,44,1
9831279978,"Hombre","No urbano","No contratada",0,1,0,18,11
9832381669,"Mujer","Urbano","No contratada",0,1,22,40,5
9832489448,"Hombre","No urbano","No contratada",0,1,15,50,9
9832585532,"Mujer","Urbano","No contratada",0,1,11,29,14
9832591207,"Hombre","No urbano","No contratada",0,1,22,40,14
9833379716,"Mujer","No urbano","Garantía daños propios contratada",0,1,13,40,4
9833679657,"Hombre","No urbano","No contratada",0,1,17,35,13
9833680908,"Hombre","No urbano","No contratada",0,1,11,29,14
9833781029,"Hombre","No urbano","No contratada",0,1,42,60,14
9833790972,"Mujer","No urbano","No contratada",1,1,8,59,8
9833818530,"Hombre","No urbano","Garantía daños propios contratada",0,1,0,18,1
9833819718,"Mujer","Urbano","No contratada",0,1,22,50,11
9834310322,"Hombre","No urbano","No contratada",0,1,32,50,15
9834311321,"Hombre","Urbano","No contratada",0,1,38,56,13
9834388245,"Hombre","Urbano","No contratada",0,1,30,48,10
9834392998,"Hombre","No urbano","No contratada",0,1,32,50,4
9834682488,"Hombre","No urbano","No contratada",0,1,18,60,5
9834784812,"Mujer","No urbano","No contratada",0,1,26,50,16
9835081489,"Hombre","Urbano","No contratada",0,1,12,49,3
9836580372,"Mujer","Urbano","Garantía daños propios contratada",0,1,27,45,3
9836879711,"Hombre","No urbano","No contratada",0,1,0,18,16
9837280273,"Hombre","No urbano","No contratada",0,1,24,42,15
9837782439,"Mujer","No urbano","Garantía daños propios contratada",0,1,2,20,1
9848780775,"Mujer","No urbano","No contratada",0,1,30,48,12
9848980387,"Hombre","No urbano","No contratada",0,1,12,30,14
8941930178,"Hombre","No urbano","No contratada",0,10,43,61,10
9039829678,"Hombre","No urbano","No contratada",0,9,10,49,10
9333782223,"Hombre","No urbano","No contratada",0,6,29,47,6
9434182506,"Hombre","No urbano","No contratada",0,5,2,20,7
9541380826,"Mujer","Urbano","No contratada",1,4,32,50,10
9634780327,"Hombre","No urbano","No contratada",0,3,39,57,6
-67256917,"Hombre","Urbano","No contratada",0,20,25,60,20
130432066,"Hombre","No urbano","No contratada",0,18,27,59,18
133729801,"Hombre","Urbano","No contratada",0,18,23,41,11
232539167,"Hombre","No urbano","No contratada",0,17,25,43,10
236230080,"Hombre","No urbano","No contratada",0,17,25,43,3
530478782,"Hombre","Urbano","No contratada",0,24,31,49,13
633832899,"Mujer","Urbano","No contratada",0,23,6,60,11
634263938,"Mujer","Urbano","No contratada",0,23,3,50,10
1930008406,"Mujer","Urbano","No contratada",0,0,0,18,16
1930282218,"Hombre","Urbano","No contratada",0,0,32,50,7
1930507371,"Mujer","No urbano","No contratada",0,0,3,60,12
1930679952,"Hombre","No urbano","No contratada",0,0,11,60,16
1931582983,"Hombre","No urbano","No contratada",0,0,24,42,15
1932081241,"Hombre","No urbano","No contratada",0,0,24,42,15
1932987812,"Hombre","Urbano","No contratada",0,0,2,20,13
1933080112,"Hombre","No urbano","No contratada",0,0,26,49,20
1934314820,"Hombre","Urbano","No contratada",0,0,22,40,18
1935080264,"Mujer","No urbano","No contratada",0,0,22,40,13
1935086696,"Mujer","No urbano","No contratada",0,0,12,40,11
1936584618,"Hombre","Urbano","No contratada",0,0,20,38,18
1941485895,"Hombre","No urbano","No contratada",0,0,22,40,19
3837629088,"Hombre","Urbano","No contratada",0,0,23,41,9
5395629109,"Mujer","Urbano","No contratada",0,0,7,49,14
8330434475,"Mujer","Urbano","No contratada",0,16,13,39,11
8332229505,"Hombre","Urbano","No contratada",0,16,23,60,16
8430485642,"Hombre","Urbano","No contratada",0,15,41,59,12
8531079992,"Hombre","No urbano","No contratada",0,14,12,30,17
8531383991,"Hombre","Urbano","No contratada",0,14,23,41,12
8531583142,"Hombre","No urbano","Garantía daños propios contratada",0,14,21,39,9
8531983443,"Hombre","Urbano","No contratada",0,14,2,20,14
8533379869,"Hombre","No urbano","No contratada",0,14,29,47,16
8537819093,"Hombre","No urbano","No contratada",1,14,23,41,15
8630435240,"Hombre","Urbano","No contratada",0,13,21,39,13
8630631650,"Hombre","Urbano","No contratada",0,13,34,52,18
8631033115,"Hombre","No urbano","No contratada",0,13,14,40,10
8632639153,"Hombre","No urbano","No contratada",0,13,34,52,20
8633332326,"Hombre","Urbano","No contratada",0,13,21,39,12
8633742952,"Hombre","Urbano","No contratada",0,13,21,39,10
8634030833,"Hombre","No urbano","No contratada",0,13,12,30,10
8637232582,"Hombre","Urbano","No contratada",0,13,25,49,13
8638331623,"Hombre","Urbano","No contratada",0,13,22,50,17
8641330349,"Hombre","No urbano","No contratada",1,13,23,41,18
8731929305,"Hombre","Urbano","No contratada",0,12,12,40,5
8732445613,"Hombre","No urbano","No contratada",0,12,19,50,10
8744930149,"Mujer","No urbano","No contratada",1,12,0,18,12
8830329957,"Hombre","Urbano","No contratada",0,11,30,48,11
8830631345,"Hombre","Urbano","No contratada",0,11,17,59,7
8834431283,"Hombre","No urbano","No contratada",0,11,21,39,12
8834632016,"Hombre","No urbano","No contratada",0,11,12,30,13
8836030357,"Hombre","No urbano","No contratada",0,11,30,48,11
8840431423,"Hombre","No urbano","No contratada",0,11,11,29,8
8842829995,"Hombre","No urbano","No contratada",0,11,22,40,16
8932631427,"Mujer","No urbano","No contratada",0,10,6,40,1
8934529446,"Hombre","No urbano","No contratada",0,10,24,60,17
8937729615,"Hombre","Urbano","No contratada",0,10,22,40,13
8949229968,"Mujer","No urbano","No contratada",1,10,17,60,12
9030680091,"Hombre","No urbano","No contratada",0,9,36,60,12
9030680311,"Hombre","No urbano","No contratada",0,9,2,20,9
9031130629,"Hombre","No urbano","No contratada",0,9,20,38,16
9031480014,"Hombre","No urbano","No contratada",0,9,23,41,17
9031729327,"Hombre","No urbano","No contratada",0,9,34,52,11
9033743805,"Mujer","Urbano","No contratada",0,9,12,40,9
9037330680,"Hombre","Urbano","No contratada",0,9,12,30,13
9041229075,"Hombre","No urbano","Garantía daños propios contratada",0,9,24,42,3
9129730909,"Hombre","Urbano","No contratada",0,8,17,50,10
9131131907,"Hombre","No urbano","No contratada",0,8,27,45,12
9131529312,"Hombre","No urbano","No contratada",0,8,12,30,20
9132529988,"Hombre","No urbano","No contratada",0,8,31,49,14
9132530595,"Hombre","No urbano","No contratada",0,8,22,40,12
9132590680,"Mujer","No urbano","No contratada",0,8,14,40,17
9132982843,"Hombre","No urbano","No contratada",0,8,12,30,19
9133755724,"Hombre","No urbano","No contratada",0,8,14,50,12
9135329857,"Hombre","Urbano","No contratada",0,8,22,40,8
9140829428,"Hombre","No urbano","No contratada",0,8,13,49,11
9230482857,"Hombre","No urbano","Garantía daños propios contratada",0,7,12,40,9
9230681531,"Hombre","Urbano","No contratada",0,7,11,29,16
9231129907,"Hombre","Urbano","Garantía daños propios contratada",0,7,21,50,6
9232331771,"Hombre","Urbano","No contratada",0,7,27,60,15
9232434515,"Hombre","No urbano","No contratada",0,7,13,60,18
9233540853,"Hombre","No urbano","No contratada",0,7,12,30,13
9233764570,"Mujer","Urbano","No contratada",0,7,0,18,12
9234270223,"Hombre","Urbano","No contratada",0,7,21,40,10
9235031062,"Hombre","Urbano","No contratada",0,7,12,30,11
9235779069,"Hombre","No urbano","No contratada",0,7,16,59,12
9236479493,"Mujer","No urbano","No contratada",0,7,20,40,11
9240329984,"Mujer","No urbano","No contratada",0,7,12,30,15
9240529686,"Hombre","Urbano","No contratada",0,7,22,40,10
9241029111,"Hombre","No urbano","No contratada",0,7,30,48,13
9241229611,"Hombre","No urbano","Garantía daños propios contratada",0,7,0,18,8
9241999085,"Mujer","No urbano","No contratada",0,7,7,60,10
9248832026,"Hombre","No urbano","No contratada",0,7,22,40,14
9249299091,"Hombre","Urbano","No contratada",1,7,12,30,17
9330280967,"Hombre","No urbano","No contratada",0,6,32,50,19
9330581224,"Mujer","Urbano","No contratada",0,6,23,41,14
9331079563,"Hombre","No urbano","No contratada",0,6,11,29,21
9331279887,"Hombre","Urbano","No contratada",0,6,21,39,9
9332779214,"Hombre","No urbano","Garantía daños propios contratada",0,6,27,60,6
9333793867,"Hombre","No urbano","No contratada",0,6,27,45,9
9334231680,"Hombre","No urbano","No contratada",0,6,2,20,9
9336579772,"Hombre","No urbano","No contratada",0,6,2,20,16
9341181950,"Mujer","Urbano","No contratada",0,6,4,30,20
9341329365,"Hombre","Urbano","Garantía daños propios contratada",0,6,12,30,4
9430493381,"Hombre","No urbano","No contratada",0,5,5,59,12
9431279311,"Hombre","Urbano","No contratada",0,5,27,45,16
9433791321,"Hombre","No urbano","No contratada",0,5,35,53,9
9434290855,"Hombre","Urbano","No contratada",0,5,25,43,13
9435881897,"Mujer","No urbano","No contratada",0,5,12,60,11
9437282102,"Hombre","No urbano","No contratada",0,5,15,33,9
9441080290,"Hombre","No urbano","No contratada",0,5,22,40,11
9441379302,"Hombre","No urbano","No contratada",0,5,8,50,11
9530179256,"Hombre","No urbano","No contratada",1,4,26,44,16
9530281734,"Mujer","No urbano","No contratada",0,4,12,30,10
9530981784,"Hombre","No urbano","No contratada",0,4,12,30,11
9537381577,"Hombre","No urbano","No contratada",1,4,21,39,9
9540381002,"Hombre","Urbano","No contratada",0,4,44,62,4
9541981576,"Hombre","No urbano","No contratada",0,4,27,45,18
9542879744,"Hombre","Urbano","No contratada",1,4,23,41,16
9631081410,"Hombre","Urbano","No contratada",0,3,14,40,11
9632680803,"Mujer","No urbano","No contratada",0,3,15,39,17
9633781717,"Hombre","No urbano","No contratada",0,3,0,18,9
9634179521,"Hombre","No urbano","No contratada",0,3,12,30,21
9634184526,"Hombre","Urbano","No contratada",0,3,30,50,12
9634679652,"Hombre","No urbano","No contratada",0,3,37,55,9
9640484468,"Hombre","No urbano","No contratada",0,3,25,43,21
9642879145,"Hombre","No urbano","No contratada",0,3,18,60,16
9648880439,"Mujer","No urbano","No contratada",0,3,21,39,11
9729881900,"Hombre","Urbano","No contratada",0,2,16,49,17
9730281535,"Hombre","No urbano","No contratada",0,2,11,29,12
9730281792,"Hombre","Urbano","No contratada",0,2,2,20,11
9730487554,"Mujer","No urbano","No contratada",0,2,14,60,12
9731983486,"Hombre","No urbano","No contratada",0,2,32,50,16
9731987611,"Hombre","Urbano","No contratada",0,2,11,50,10
9732580990,"Hombre","No urbano","No contratada",0,2,13,31,10
9733680354,"Hombre","Urbano","No contratada",0,2,22,60,13
9734288506,"Hombre","No urbano","No contratada",0,2,22,40,16
9734480232,"Hombre","No urbano","No contratada",0,2,26,50,17
9734781827,"Hombre","No urbano","No contratada",0,2,23,41,19
9735780916,"Hombre","Urbano","No contratada",0,2,11,29,13
9741179587,"Hombre","No urbano","No contratada",0,2,27,45,14
9741879403,"Mujer","No urbano","No contratada",0,2,35,60,10
9748681236,"Hombre","Urbano","No contratada",0,2,38,56,12
9829779409,"Hombre","No urbano","No contratada",0,1,27,45,18
9829992356,"Hombre","No urbano","No contratada",0,1,12,30,15
9830382503,"Mujer","Urbano","No contratada",0,1,4,40,9
9830481595,"Hombre","No urbano","No contratada",0,1,12,30,15
9831987445,"Hombre","Urbano","No contratada",0,1,18,36,11
9832081243,"Hombre","No urbano","No contratada",0,1,24,42,12
9832279561,"Mujer","No urbano","No contratada",0,1,21,39,14
9832695755,"Hombre","No urbano","No contratada",0,1,2,20,11
9833814818,"Hombre","No urbano","No contratada",0,1,18,60,12
9834485616,"Hombre","Urbano","No contratada",0,1,27,50,1
9834679596,"Hombre","No urbano","No contratada",0,1,16,50,11
9834680638,"Hombre","No urbano","No contratada",0,1,21,39,12
9838380905,"Hombre","No urbano","No contratada",0,1,22,60,9
9838580277,"Hombre","Urbano","No contratada",0,1,12,30,12
9840383184,"Hombre","No urbano","No contratada",0,1,37,55,9
9840484443,"Mujer","Urbano","No contratada",0,1,26,44,14
9840580752,"Hombre","No urbano","No contratada",0,1,12,30,14
9841982414,"Hombre","Urbano","No contratada",0,1,7,60,11
-69065641,"Hombre","Urbano","No contratada",0,20,32,50,4
-63659429,"Mujer","No urbano","No contratada",0,21,0,18,4
34629949,"Hombre","No urbano","No contratada",1,19,27,45,19
131032339,"Hombre","Urbano","No contratada",0,18,12,30,6
132729528,"Hombre","No urbano","No contratada",0,18,22,40,25
134629993,"Hombre","No urbano","No contratada",0,18,35,53,9
134631257,"Hombre","No urbano","No contratada",0,18,29,60,6
230332354,"Hombre","Urbano","No contratada",0,17,22,40,17
230430241,"Mujer","Urbano","No contratada",0,17,13,50,9
232029891,"Hombre","No urbano","No contratada",0,17,22,40,12
233229312,"Hombre","No urbano","No contratada",0,17,18,36,8
234431901,"Hombre","No urbano","Garantía daños propios contratada",0,17,32,50,2
431338318,"Hombre","No urbano","No contratada",0,25,37,60,12
532942706,"Hombre","No urbano","No contratada",0,24,32,50,8
630943202,"Hombre","Urbano","No contratada",0,23,16,40,12
638330628,"Hombre","No urbano","No contratada",0,23,23,41,17
732233690,"Hombre","No urbano","No contratada",0,22,29,47,10
737839340,"Mujer","Urbano","No contratada",0,22,10,30,2
832330790,"Hombre","Urbano","Garantía daños propios contratada",0,21,21,39,2
1172629123,"Hombre","No urbano","Garantía daños propios contratada",0,0,22,40,0
1354629069,"Hombre","No urbano","No contratada",0,0,11,29,8
1929985508,"Mujer","No urbano","No contratada",0,0,12,30,2
1930084015,"Hombre","No urbano","No contratada",0,0,14,40,5
1930394630,"Mujer","No urbano","No contratada",0,0,24,50,8
1930501262,"Hombre","No urbano","No contratada",2,0,6,50,4
1931082027,"Hombre","No urbano","No contratada",0,0,22,40,1
1931090607,"Hombre","Urbano","No contratada",0,0,22,40,4
1931279864,"Hombre","Urbano","No contratada",1,0,31,49,12
1931382617,"Hombre","Urbano","No contratada",0,0,23,41,12
1931488214,"Mujer","No urbano","No contratada",1,0,21,39,10
1931582524,"Mujer","No urbano","No contratada",1,0,30,48,11
1931784981,"Hombre","Urbano","No contratada",0,0,13,31,9
1931879788,"Hombre","No urbano","No contratada",0,0,26,44,0
1931986681,"Hombre","No urbano","No contratada",0,0,12,30,9
1932594839,"Mujer","No urbano","No contratada",0,0,11,60,2
1932785054,"Hombre","Urbano","No contratada",0,0,34,59,6
1933783874,"Hombre","No urbano","No contratada",0,0,11,29,10
1933784713,"Mujer","No urbano","No contratada",0,0,13,50,11
1933799618,"Hombre","Urbano","No contratada",0,0,15,33,11
1933820287,"Hombre","No urbano","No contratada",0,0,28,60,11
1934282314,"Hombre","No urbano","No contratada",0,0,15,40,9
1934387899,"Mujer","No urbano","No contratada",0,0,7,50,10
1935883507,"Mujer","No urbano","No contratada",0,0,27,60,13
1935884089,"Hombre","No urbano","No contratada",0,0,31,49,9
1937284068,"Hombre","Urbano","No contratada",0,0,5,59,5
1937393379,"Hombre","No urbano","No contratada",0,0,44,62,12
1937782110,"Mujer","Urbano","Garantía daños propios contratada",0,0,20,38,1
1938180275,"Hombre","No urbano","No contratada",0,0,16,59,11
1938381737,"Hombre","Urbano","Garantía daños propios contratada",0,0,16,40,1
1941080646,"Mujer","No urbano","No contratada",0,0,19,40,5
1941182207,"Mujer","No urbano","Garantía daños propios contratada",0,0,1,19,0
1941984372,"Hombre","Urbano","No contratada",0,0,23,41,9
1942881141,"Hombre","Urbano","No contratada",0,0,8,60,3
1949179541,"Hombre","No urbano","No contratada",1,0,22,40,13
3054629128,"Hombre","Urbano","No contratada",0,0,43,61,0
4979629075,"Mujer","Urbano","No contratada",0,0,33,51,0
5075629098,"Hombre","Urbano","No contratada",0,0,22,40,3
8329933172,"Hombre","Urbano","No contratada",0,16,21,39,11
8330229150,"Hombre","No urbano","Garantía daños propios contratada",0,16,17,59,2
8330432857,"Hombre","Urbano","No contratada",0,16,34,52,6
8331531429,"Hombre","Urbano","No contratada",0,16,1,19,6
8333931077,"Hombre","Urbano","No contratada",0,16,12,30,12
8334630159,"Mujer","Urbano","No contratada",1,16,20,38,9
8335329307,"Hombre","Urbano","No contratada",0,16,23,41,6
8336929835,"Hombre","No urbano","No contratada",0,16,34,52,16
8430029127,"Hombre","No urbano","Garantía daños propios contratada",0,16,22,40,1
8432029181,"Hombre","Urbano","No contratada",0,15,22,40,9
8432482612,"Hombre","No urbano","Garantía daños propios contratada",0,15,11,29,6
8432782406,"Mujer","Urbano","No contratada",0,15,7,50,11
8433230082,"Hombre","No urbano","No contratada",0,15,0,18,12
8433629368,"Hombre","Urbano","No contratada",0,15,12,30,3
8434129631,"Hombre","No urbano","No contratada",0,15,25,49,6
8434480466,"Mujer","Urbano","No contratada",0,15,28,46,9
8436329695,"Hombre","No urbano","No contratada",0,15,32,50,15
8438229456,"Mujer","No urbano","No contratada",0,15,12,59,8
8438729789,"Mujer","No urbano","No contratada",0,15,21,39,6
8439929515,"Hombre","No urbano","No contratada",0,15,22,59,9
8530080722,"Hombre","No urbano","No contratada",1,14,28,46,7
8531779738,"Hombre","No urbano","No contratada",0,14,11,29,14
8531782424,"Hombre","No urbano","Garantía daños propios contratada",0,14,32,50,1
8532680092,"Mujer","No urbano","No contratada",0,14,23,41,5
8532779677,"Mujer","No urbano","No contratada",0,14,22,40,5
8533029687,"Hombre","Urbano","Garantía daños propios contratada",0,14,20,40,9
8534679198,"Hombre","No urbano","No contratada",0,14,12,30,9
8538329225,"Mujer","No urbano","No contratada",0,14,23,41,14
8540479449,"Hombre","No urbano","No contratada",0,14,0,18,10
8542330146,"Hombre","No urbano","No contratada",0,14,24,59,4
8629937578,"Hombre","Urbano","No contratada",0,13,0,18,8
8630230660,"Hombre","No urbano","No contratada",0,13,26,44,13
8630234673,"Hombre","No urbano","No contratada",0,13,35,53,13
8630446455,"Hombre","Urbano","No contratada",0,13,36,60,4
8630929897,"Mujer","Urbano","Garantía daños propios contratada",0,13,15,60,2
8630933705,"Hombre","Urbano","No contratada",0,13,17,60,14
8631932143,"Hombre","No urbano","No contratada",0,13,22,40,13
8632035782,"Mujer","Urbano","No contratada",0,13,22,40,13
8632631064,"Hombre","No urbano","Garantía daños propios contratada",0,13,2,20,2
8634129968,"Hombre","No urbano","No contratada",1,13,26,44,9
8634238796,"Hombre","No urbano","Garantía daños propios contratada",0,13,18,60,2
8634433317,"Hombre","No urbano","Garantía daños propios contratada",0,13,23,41,0
8634631198,"Hombre","No urbano","No contratada",0,13,11,29,9
8634642984,"Hombre","No urbano","No contratada",0,13,33,51,13
8634733669,"Hombre","Urbano","No contratada",0,13,12,30,3
8640432366,"Hombre","No urbano","Garantía daños propios contratada",0,13,21,40,2
8640433411,"Hombre","No urbano","No contratada",0,13,26,44,20
8640532824,"Hombre","Urbano","No contratada",0,13,11,29,8
8642029563,"Hombre","No urbano","No contratada",0,13,11,29,13
8644231490,"Mujer","Urbano","No contratada",0,13,26,50,11
8729829819,"Hombre","No urbano","No contratada",0,12,0,18,12
8730430431,"Hombre","Urbano","No contratada",0,12,21,39,13
8730830762,"Hombre","No urbano","No contratada",1,12,0,18,12
8731332428,"Hombre","No urbano","No contratada",0,12,17,49,9
8731829470,"Hombre","No urbano","Garantía daños propios contratada",0,12,28,60,12
8732429429,"Hombre","Urbano","Garantía daños propios contratada",0,13,4,59,9
8732633315,"Hombre","No urbano","No contratada",0,12,29,47,12
8732830655,"Hombre","No urbano","No contratada",0,12,31,49,1
8733735440,"Hombre","Urbano","No contratada",0,12,14,60,4
8734130687,"Hombre","No urbano","No contratada",0,12,15,50,1
8734331163,"Hombre","No urbano","No contratada",0,12,28,60,3
8734630115,"Hombre","No urbano","No contratada",1,12,18,40,13
8734630900,"Mujer","No urbano","No contratada",0,12,14,59,8
8736029831,"Hombre","No urbano","No contratada",0,12,32,50,8
8738329170,"Hombre","Urbano","No contratada",0,13,22,40,7
8740731616,"Hombre","Urbano","No contratada",0,12,18,60,8
8742329630,"Hombre","No urbano","No contratada",3,12,16,50,1
8830829603,"Hombre","No urbano","No contratada",0,11,38,56,13
8831731570,"Hombre","No urbano","No contratada",0,11,18,60,11
8831829182,"Hombre","No urbano","No contratada",0,11,26,50,2
8831932169,"Hombre","No urbano","No contratada",0,11,11,29,5
8832729771,"Hombre","No urbano","No contratada",0,11,24,49,8
8833630836,"Hombre","Urbano","Garantía daños propios contratada",0,11,22,40,3
8834131659,"Hombre","No urbano","Garantía daños propios contratada",0,11,12,30,3
8834132847,"Hombre","No urbano","Garantía daños propios contratada",0,11,16,59,11
8834231273,"Hombre","No urbano","No contratada",0,11,22,40,13
8834431697,"Hombre","No urbano","No contratada",0,11,23,50,11
8834632908,"Hombre","No urbano","No contratada",0,11,12,30,11
8834633813,"Mujer","No urbano","Garantía daños propios contratada",0,11,33,51,10
8835130217,"Hombre","No urbano","No contratada",0,11,23,41,11
8836529181,"Hombre","No urbano","Garantía daños propios contratada",1,11,22,59,4
8836529775,"Hombre","No urbano","No contratada",0,11,29,47,3
8837630417,"Hombre","No urbano","Garantía daños propios contratada",0,11,16,40,7
8837729546,"Hombre","Urbano","Garantía daños propios contratada",0,11,12,30,6
8837929282,"Hombre","No urbano","No contratada",0,11,12,30,11
8838130321,"Hombre","No urbano","No contratada",0,11,18,60,10
8838730951,"Hombre","No urbano","No contratada",0,11,33,51,11
8839729682,"Mujer","No urbano","Garantía daños propios contratada",0,11,12,30,1
8840329484,"Hombre","No urbano","No contratada",0,11,22,40,17
8840629219,"Hombre","Urbano","No contratada",0,11,22,40,11
8842929294,"Hombre","Urbano","Garantía daños propios contratada",0,11,21,39,2
8930529248,"Mujer","No urbano","No contratada",0,10,17,59,1
8930630916,"Hombre","Urbano","No contratada",1,10,21,39,10
8931029841,"Hombre","No urbano","No contratada",0,10,22,40,3
8931031363,"Hombre","Urbano","No contratada",0,10,16,50,8
8931130724,"Hombre","No urbano","Garantía daños propios contratada",0,10,28,46,4
8931530398,"Hombre","No urbano","No contratada",1,10,17,50,10
8931832355,"Hombre","Urbano","No contratada",0,10,33,51,12
8931934437,"Hombre","Urbano","Garantía daños propios contratada",0,10,23,41,5
8932830914,"Hombre","No urbano","No contratada",0,10,16,50,20
8932879161,"Hombre","Urbano","No contratada",0,10,16,50,12
8934030314,"Hombre","No urbano","No contratada",0,10,18,60,10
8934130015,"Hombre","Urbano","No contratada",0,10,16,40,10
8934431610,"Hombre","No urbano","No contratada",0,10,25,50,10
8934630566,"Hombre","No urbano","No contratada",0,10,22,40,5
8935730169,"Hombre","No urbano","Garantía daños propios contratada",0,10,22,40,10
8937929460,"Mujer","No urbano","No contratada",0,10,10,59,10
8938330915,"Hombre","Urbano","No contratada",2,10,22,40,1
8940333994,"Hombre","Urbano","No contratada",0,10,5,59,8
8940379933,"Hombre","No urbano","No contratada",0,10,20,60,10
8940429157,"Hombre","No urbano","No contratada",0,11,38,60,10
8940531229,"Hombre","No urbano","No contratada",0,10,18,60,10
8942329259,"Hombre","No urbano","No contratada",0,10,13,31,10
8948929605,"Hombre","Urbano","Garantía daños propios contratada",0,10,10,40,1
9030032316,"Hombre","Urbano","No contratada",0,9,21,39,9
9030879343,"Mujer","No urbano","No contratada",0,9,22,40,11
9031433227,"Mujer","No urbano","No contratada",0,9,13,40,9
9031631287,"Hombre","Urbano","No contratada",0,9,1,19,9
9031731524,"Hombre","Urbano","No contratada",0,9,21,40,10
9031733614,"Hombre","No urbano","No contratada",0,9,23,41,9
9031779424,"Hombre","No urbano","No contratada",0,9,25,43,3
9032080297,"Hombre","No urbano","No contratada",4,9,22,40,3
9032582598,"Hombre","No urbano","No contratada",0,9,15,40,2
9032734194,"Hombre","No urbano","No contratada",0,9,32,50,9
9033329945,"Hombre","No urbano","Garantía daños propios contratada",0,9,17,60,10
9033741345,"Hombre","Urbano","No contratada",0,9,20,38,26
9033829534,"Hombre","No urbano","Garantía daños propios contratada",0,9,12,60,1
9034431237,"Hombre","No urbano","No contratada",0,9,36,54,11
9034432250,"Hombre","Urbano","No contratada",1,9,17,60,4
9034631146,"Hombre","No urbano","No contratada",0,9,27,45,11
